,HourUTC,HourDK,PriceArea,Version,FuelAllocationMethod,ReportGrpCode,ProductionType,DeliveryType,Production_MWh,ShareTotal,ShareGrid,FuelConsumptionGJ,CO2PerkWh,CO2originPerkWh,SO2PerkWh,NOxPerkWh,NMvocPerkWh,CH4PerkWh,COPerkWh,N2OPerkWh,SlagPerkWh,FlyAshPerkWh,ParticlesPerkWh,WastePerkWh,DesulpPerkWh
78,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,125%,R01-1,BioGas,Grid,7.225666,0.437818,0.437818,44.77513,0.0,521.140605,118.976214,1251.72892,61.966778,2689.358176,1920.970126,9.914684,0.0,0.0,16.297262,0.0,0.0
79,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,125%,R01-2,Straw,Grid,33.656198,2.039298,2.039298,257.495885,0.0,765.077164,374.88781,956.346455,5.967601,3.595862,512.6017,8.415848,6.900996,2.9838,17.596774,0.0,0.0
80,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,125%,R01-3,Wood,Grid,323.548361,19.60446,19.60446,2327.853806,0.0,805.813466,14.767377,406.617869,57.180769,23.256391,665.616504,6.141684,6.489676,2.805957,87.985503,0.0,0.0
81,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,125%,R04x,FossilGas,Grid,11.509725,0.697397,0.697397,85.228532,411.121172,411.121172,3.187395,355.847309,16.174911,34.996371,40.385883,7.385134,0.0,0.0,0.771533,0.0,0.0
82,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,125%,R05x,Coal,Grid,0.095346,0.005777,0.005777,0.959402,947.871389,947.871389,110.685618,171.059592,10.062328,9.056096,100.623289,8.049863,7.788242,45.250293,30.186986,0.0,16.451907
83,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,125%,R06x,Fossil Oil,Grid,1.313712,0.0796,0.0796,10.600775,622.686592,622.686592,1200.964092,945.505169,6.536917,8.731177,74.88153,20.149934,0.260247,1.512058,56.096253,0.0,0.549747
84,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,125%,R17,Waste,Grid,76.824697,4.654966,4.654966,652.853255,361.163329,899.084241,70.533073,662.840934,4.758857,2.889306,33.142046,10.197552,146.368875,0.0,2.464408,22.171179,0.0
85,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,200%,R01-1,BioGas,Grid,7.225666,0.437818,0.437818,54.233998,0.0,631.232973,144.110262,1516.160055,75.057428,3257.492395,2326.780282,12.009188,0.0,0.0,19.740103,0.0,0.0
86,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,200%,R01-2,Straw,Grid,33.656198,2.039298,2.039298,327.418948,0.0,972.834034,476.688676,1216.042542,7.588105,4.572319,651.798803,10.701174,8.774962,3.794052,22.375182,0.0,0.0
87,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,200%,R01-3,Wood,Grid,323.548361,19.60446,19.60446,3232.923328,0.0,1119.113729,20.864418,524.799996,86.049656,32.607082,930.267818,8.654576,9.012862,3.896913,127.389802,0.0,0.0
88,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,200%,R04x,FossilGas,Grid,11.509725,0.697397,0.697397,96.154439,463.825104,463.825104,3.595915,399.893747,18.166187,38.836561,46.353274,8.332386,0.0,0.0,0.869623,0.0,0.0
89,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,200%,R05x,Coal,Grid,0.095346,0.005777,0.005777,1.374877,1358.351864,1358.351864,158.618582,245.137809,14.419871,12.977884,144.198711,11.535896,11.16098,64.84616,43.259613,0.0,23.576489
90,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,200%,R06x,Fossil Oil,Grid,1.313712,0.0796,0.0796,14.168311,826.834758,826.834758,1327.615345,1259.049631,8.717355,11.347434,110.164725,23.232442,0.291009,1.690784,71.532143,0.0,0.614728
91,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,200%,R17,Waste,Grid,76.824697,4.654966,4.654966,937.776589,518.78506,1291.469632,101.31567,952.123169,6.835756,4.15028,47.606158,14.648048,210.248326,0.0,3.539945,31.847299,0.0
92,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,All,R11x,Hydro,Grid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,2023-01-01T21:00:00,2023-01-01T22:00:00,DK2,Preliminary,All,R16,Solar,Grid,0.060991,0.003695,0.003695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
